UserID,JobID,ApplicationDate,Status,Rating
922017,8702,2023-03-27,Hired,5.0
964777,7676,2023-11-09,Rejected,
964777,8628,2023-07-06,Interviewed,3.0
977882,8221,2023-05-21,Rejected,
977882,11674,2023-06-27,Hired,4.0
977882,9133,2023-01-13,Applied,
977882,5145,2023-07-27,Hired,3.0
958763,9105,2023-10-12,Interviewed,2.0
958763,4539,2023-11-22,Hired,1.0
958763,2281,2023-10-10,Interviewed,2.0
958763,9321,2023-08-06,Interviewed,3.0
958763,4570,2023-11-16,Hired,4.0
992113,9223,2023-03-09,Rejected,
880743,12127,2023-10-16,Applied,
975865,14327,2023-06-21,Interviewed,4.0
975865,10183,2023-07-07,Hired,4.0
975865,8813,2023-06-17,Applied,
975865,6578,2023-05-17,Applied,
947028,2177,2023-10-07,Rejected,
947028,12209,2023-06-13,Rejected,
947028,6434,2023-06-06,Rejected,
947028,11131,2023-03-27,Applied,
947028,8233,2023-02-27,Interviewed,4.0
505121,5585,2023-04-21,Interviewed,2.0
505121,6005,2023-05-17,Interviewed,2.0
995668,12647,2023-07-09,Applied,
995668,5094,2023-04-17,Rejected,
995668,4304,2023-02-06,Applied,
995668,5074,2023-04-11,Hired,3.0
973916,8218,2023-03-09,Interviewed,1.0
973916,3330,2023-12-02,Applied,
973916,12684,2023-03-28,Hired,4.0
973916,2223,2023-06-27,Hired,5.0
973916,7273,2023-02-26,Interviewed,3.0
987186,7489,2023-09-09,Applied,
987186,9320,2023-09-18,Rejected,
987186,7064,2023-07-14,Hired,5.0
987186,7304,2023-06-26,Interviewed,3.0
842611,12246,2023-03-02,Hired,1.0
842611,8256,2023-03-18,Hired,3.0
974422,3345,2023-05-07,Rejected,
974422,6963,2023-06-10,Interviewed,2.0
974422,9980,2023-05-25,Hired,3.0
979363,9992,2023-06-27,Applied,
979363,14479,2023-11-19,Hired,4.0
979363,6677,2023-11-04,Interviewed,2.0
979363,7857,2023-05-13,Rejected,
974630,14596,2023-04-02,Hired,5.0
974630,1583,2023-09-08,Interviewed,4.0
974630,10616,2023-07-16,Applied,
973788,545,2023-12-09,Hired,3.0
973788,3052,2023-04-15,Interviewed,1.0
973788,12314,2023-03-20,Interviewed,2.0
973788,1164,2023-10-07,Rejected,
973788,8089,2023-10-13,Interviewed,1.0
973482,298,2023-02-04,Applied,
973482,83,2023-03-09,Hired,1.0
991106,11322,2023-08-02,Hired,3.0
991106,9963,2023-12-13,Applied,
979440,4581,2023-10-15,Hired,1.0
979440,10704,2023-11-01,Hired,3.0
973484,7264,2023-09-08,Hired,2.0
973484,4166,2023-08-21,Rejected,
973484,2151,2023-05-17,Interviewed,1.0
973484,4455,2023-09-11,Hired,5.0
972285,5696,2023-05-25,Applied,
972285,6287,2023-07-23,Rejected,
972285,1352,2023-05-04,Applied,
972285,6890,2023-11-06,Interviewed,5.0
964433,142,2023-11-08,Hired,4.0
964433,8932,2023-03-21,Rejected,
975926,1108,2023-12-22,Hired,5.0
975926,2089,2023-01-14,Rejected,
975926,980,2023-06-12,Hired,1.0
975926,4815,2023-11-21,Hired,1.0
975926,636,2023-01-24,Interviewed,4.0
994373,13078,2023-12-02,Interviewed,3.0
994373,7310,2023-02-27,Interviewed,1.0
994373,3825,2023-09-27,Hired,1.0
994373,10682,2023-06-11,Interviewed,5.0
994373,11768,2023-11-03,Interviewed,2.0
983937,14401,2023-11-26,Interviewed,5.0
983937,10917,2023-09-12,Rejected,
983937,11028,2023-01-20,Hired,4.0
983937,2593,2023-10-15,Applied,
380569,9185,2023-03-13,Hired,4.0
380569,7655,2023-08-12,Interviewed,1.0
996554,6614,2023-11-14,Hired,4.0
996554,8456,2023-09-14,Hired,4.0
996554,10334,2023-01-07,Rejected,
961165,8958,2023-01-11,Rejected,
961165,7342,2023-04-10,Hired,5.0
961165,14506,2023-03-18,Applied,
974409,5046,2023-08-01,Hired,1.0
974409,12816,2023-08-02,Hired,1.0
974409,13913,2023-05-12,Interviewed,3.0
960369,12282,2023-02-14,Applied,
979159,11152,2023-11-23,Applied,
976112,8698,2023-10-01,Rejected,
976112,1970,2023-02-13,Applied,
994018,3225,2023-09-28,Interviewed,1.0
994018,11682,2023-11-09,Hired,4.0
994018,7352,2023-10-25,Rejected,
961571,6003,2023-02-09,Interviewed,5.0
961571,3325,2023-11-17,Hired,2.0
968844,4459,2023-06-11,Rejected,
968844,5393,2023-02-05,Interviewed,3.0
968844,3778,2023-07-09,Hired,3.0
968844,13848,2023-06-02,Rejected,
968844,10276,2023-06-17,Applied,
965576,6883,2023-08-23,Rejected,
965576,3048,2023-04-25,Hired,1.0
965576,1392,2023-05-19,Rejected,
965576,14055,2023-08-13,Interviewed,1.0
978440,9333,2023-11-18,Hired,1.0
978440,3961,2023-11-21,Hired,5.0
986742,3966,2023-11-12,Interviewed,5.0
986742,282,2023-12-13,Interviewed,4.0
986742,3218,2023-03-25,Interviewed,3.0
983836,7001,2023-06-25,Rejected,
983836,3383,2023-08-14,Applied,
983836,3318,2023-06-27,Applied,
985335,1017,2023-03-16,Rejected,
985335,6272,2023-02-01,Rejected,
985335,7950,2023-07-02,Rejected,
992476,8962,2023-08-13,Interviewed,1.0
992476,13829,2023-12-11,Interviewed,5.0
992476,4902,2023-07-08,Rejected,
992476,4174,2023-09-07,Applied,
992476,874,2023-06-04,Hired,1.0
977318,4265,2023-05-18,Hired,2.0
977318,1515,2023-08-18,Hired,3.0
977318,1024,2023-02-28,Hired,3.0
977318,11083,2023-06-15,Applied,
997372,5438,2023-03-02,Rejected,
997372,7939,2023-08-07,Rejected,
778963,4972,2023-11-27,Rejected,
991218,11820,2023-11-24,Applied,
991218,8552,2023-10-16,Hired,5.0
959415,6235,2023-01-20,Interviewed,3.0
959415,5541,2023-11-28,Rejected,
959415,10262,2023-05-21,Rejected,
978816,11225,2023-02-14,Interviewed,4.0
978816,12603,2023-08-04,Rejected,
978816,13567,2023-11-02,Interviewed,2.0
978804,940,2023-09-24,Applied,
978804,7720,2023-12-01,Applied,
978804,7218,2023-12-24,Interviewed,4.0
978804,14309,2023-08-26,Rejected,
966539,1785,2023-11-07,Applied,
966539,11684,2023-05-04,Applied,
966539,1270,2023-03-01,Hired,2.0
966539,7811,2023-06-26,Interviewed,2.0
959023,2885,2023-08-22,Hired,2.0
989660,195,2023-03-15,Interviewed,1.0
989660,10411,2023-06-26,Rejected,
947850,14440,2023-06-17,Applied,
947850,13555,2023-10-03,Applied,
967162,11446,2023-03-23,Applied,
967162,5474,2023-03-19,Interviewed,4.0
967162,6559,2023-06-10,Interviewed,3.0
991911,8517,2023-09-01,Applied,
991911,9706,2023-09-14,Rejected,
976578,7062,2023-06-01,Applied,
976578,4714,2023-06-19,Interviewed,2.0
972440,10697,2023-11-04,Hired,1.0
972440,13180,2023-08-12,Interviewed,5.0
972440,6893,2023-06-18,Interviewed,2.0
972440,1676,2023-11-24,Applied,
972440,11982,2023-08-14,Hired,2.0
985214,11943,2023-12-01,Interviewed,2.0
985214,3373,2023-01-14,Interviewed,3.0
981823,6054,2023-12-22,Applied,
981823,1071,2023-07-05,Hired,2.0
965464,1711,2023-03-11,Hired,2.0
985379,14470,2023-07-22,Rejected,
985379,13241,2023-03-21,Hired,5.0
982209,7600,2023-11-15,Hired,2.0
982209,5922,2023-08-09,Hired,1.0
982209,6459,2023-07-26,Hired,2.0
965589,6080,2023-01-26,Applied,
965589,13032,2023-05-11,Hired,2.0
965589,8264,2023-07-24,Interviewed,5.0
975758,6661,2023-08-25,Interviewed,5.0
975758,11852,2023-01-22,Applied,
975758,10937,2023-11-05,Hired,2.0
992153,357,2023-10-22,Hired,4.0
811251,5202,2023-11-11,Hired,4.0
811251,6727,2023-03-03,Hired,4.0
811251,4607,2023-01-04,Interviewed,5.0
811251,13300,2023-03-08,Rejected,
960049,8803,2023-03-14,Hired,2.0
960049,9297,2023-05-18,Interviewed,2.0
960049,1366,2023-02-06,Rejected,
960049,6463,2023-06-28,Interviewed,1.0
998310,10087,2023-01-12,Interviewed,2.0
998310,9691,2023-05-21,Applied,
998310,10045,2023-06-10,Rejected,
983762,2574,2023-06-27,Interviewed,3.0
983762,14252,2023-05-25,Interviewed,1.0
973161,4411,2023-10-11,Applied,
973161,11000,2023-08-03,Rejected,
971194,10205,2023-06-22,Interviewed,4.0
971194,4660,2023-09-02,Interviewed,1.0
971194,9981,2023-07-18,Interviewed,2.0
971194,1366,2023-08-09,Applied,
949786,2608,2023-03-26,Interviewed,4.0
949786,1609,2023-08-11,Hired,3.0
949786,938,2023-08-01,Applied,
968782,9593,2023-03-15,Hired,4.0
968782,1322,2023-06-08,Rejected,
998305,11560,2023-03-15,Interviewed,3.0
968581,12968,2023-08-10,Applied,
968581,14039,2023-05-18,Interviewed,5.0
998336,1017,2023-12-28,Hired,3.0
998336,7827,2023-09-20,Applied,
998336,10727,2023-07-02,Rejected,
748110,8739,2023-03-03,Rejected,
959034,6981,2023-10-22,Applied,
959034,5146,2023-05-14,Rejected,
959034,5972,2023-05-13,Interviewed,3.0
977223,7363,2023-06-24,Rejected,
958701,6058,2023-02-07,Interviewed,1.0
958701,9291,2023-12-12,Interviewed,2.0
958701,2393,2023-03-20,Rejected,
555497,13707,2023-01-01,Rejected,
555497,3045,2023-10-23,Applied,
555497,10393,2023-10-23,Applied,
555497,2542,2023-08-04,Hired,4.0
555497,5174,2023-06-26,Rejected,
911470,14377,2023-05-17,Applied,
911470,8930,2023-01-19,Hired,1.0
911470,4738,2023-07-08,Rejected,
911470,12418,2023-04-23,Applied,
911470,9550,2023-12-28,Hired,4.0
962942,12308,2023-05-22,Applied,
962942,5230,2023-06-02,Applied,
962942,47,2023-08-01,Applied,
962942,13797,2023-08-27,Applied,
962309,7479,2023-09-02,Hired,3.0
962309,1795,2023-04-07,Rejected,
962309,4258,2023-12-21,Rejected,
967831,2196,2023-11-11,Rejected,
993382,6403,2023-02-11,Hired,5.0
993382,1409,2023-10-13,Hired,3.0
993382,6718,2023-07-05,Rejected,
784138,6039,2023-12-25,Rejected,
784138,5134,2023-06-04,Hired,3.0
784138,4189,2023-05-23,Rejected,
784138,6947,2023-11-12,Applied,
784138,986,2023-07-01,Hired,5.0
961318,2676,2023-10-22,Interviewed,2.0
961318,7978,2023-08-25,Rejected,
961318,5343,2023-10-06,Hired,5.0
961318,7073,2023-06-18,Hired,2.0
980256,8964,2023-05-11,Interviewed,3.0
980256,12011,2023-06-12,Rejected,
980256,12027,2023-10-15,Rejected,
980256,12728,2023-08-16,Hired,4.0
988845,9279,2023-10-23,Applied,
988845,13268,2023-11-13,Rejected,
988845,5254,2023-01-05,Hired,1.0
988845,12208,2023-11-28,Rejected,
959179,8006,2023-06-19,Applied,
959179,5873,2023-01-08,Rejected,
959179,12459,2023-12-16,Hired,5.0
959179,3347,2023-11-05,Applied,
972441,9846,2023-07-05,Applied,
972441,830,2023-10-01,Rejected,
972441,5177,2023-11-05,Hired,3.0
965582,8613,2023-06-25,Hired,2.0
965582,2529,2023-12-04,Rejected,
962505,1560,2023-06-22,Rejected,
962505,2270,2023-10-01,Interviewed,5.0
962505,451,2023-06-24,Hired,5.0
962505,7334,2023-07-27,Rejected,
962505,2991,2023-07-11,Interviewed,3.0
990724,4969,2023-09-22,Hired,4.0
990724,12020,2023-04-19,Applied,
986753,4387,2023-04-14,Applied,
986753,12912,2023-09-03,Hired,2.0
986753,10361,2023-12-02,Applied,
791548,12312,2023-02-17,Interviewed,4.0
594112,329,2023-11-23,Rejected,
594112,3082,2023-08-26,Hired,5.0
594112,11581,2023-03-28,Rejected,
594112,1398,2023-01-22,Rejected,
594112,457,2023-01-06,Applied,
973638,14225,2023-10-19,Interviewed,1.0
974623,11880,2023-08-15,Hired,2.0
992480,14149,2023-07-24,Rejected,
992480,13358,2023-09-16,Rejected,
992480,8803,2023-08-22,Interviewed,3.0
992480,3387,2023-04-01,Hired,3.0
959571,10568,2023-11-05,Interviewed,3.0
973557,9080,2023-10-16,Rejected,
966991,13831,2023-05-23,Rejected,
966991,5304,2023-12-11,Hired,3.0
966991,2996,2023-11-04,Rejected,
966991,2981,2023-01-26,Interviewed,4.0
966991,12814,2023-11-22,Hired,5.0
966391,277,2023-07-20,Rejected,
933048,10729,2023-11-22,Rejected,
933048,3821,2023-07-22,Hired,1.0
933048,3902,2023-02-15,Rejected,
933048,10977,2023-04-15,Interviewed,1.0
967830,1009,2023-06-02,Hired,5.0
967830,2650,2023-11-06,Applied,
972297,2768,2023-09-06,Applied,
972297,6462,2023-05-27,Applied,
972297,9752,2023-05-12,Applied,
958639,5794,2023-04-24,Interviewed,1.0
911360,8830,2023-11-03,Applied,
997201,13945,2023-05-09,Applied,
997201,5647,2023-06-09,Hired,4.0
997201,13199,2023-01-20,Interviewed,2.0
993226,5706,2023-12-16,Hired,2.0
962981,11393,2023-11-21,Hired,1.0
980234,11558,2023-05-14,Hired,1.0
980234,8230,2023-11-18,Rejected,
980234,12956,2023-10-02,Interviewed,3.0
980234,7322,2023-08-10,Interviewed,1.0
980234,8863,2023-09-12,Hired,2.0
998456,4127,2023-10-17,Rejected,
998456,10857,2023-06-02,Interviewed,5.0
998456,6660,2023-09-01,Applied,
998456,9632,2023-02-11,Rejected,
998456,1750,2023-04-15,Hired,3.0
110595,8999,2023-05-06,Hired,2.0
110595,13588,2023-03-26,Interviewed,5.0
110595,5834,2023-11-19,Applied,
958874,9560,2023-11-08,Hired,4.0
958874,13769,2023-09-27,Applied,
977432,627,2023-08-12,Applied,
977432,4791,2023-05-03,Hired,5.0
982682,1211,2023-08-09,Interviewed,4.0
982682,6221,2023-08-21,Applied,
982682,5298,2023-04-06,Rejected,
982682,9677,2023-03-26,Interviewed,1.0
982682,11898,2023-05-09,Interviewed,1.0
959172,6359,2023-09-26,Hired,2.0
959172,6149,2023-06-05,Rejected,
959172,11089,2023-05-14,Hired,4.0
959172,7144,2023-03-22,Hired,5.0
959172,12233,2023-09-27,Interviewed,5.0
958660,13943,2023-05-09,Interviewed,2.0
958660,7071,2023-11-07,Interviewed,5.0
958660,681,2023-03-04,Interviewed,5.0
958660,4344,2023-07-13,Interviewed,2.0
958660,186,2023-11-15,Interviewed,2.0
967585,5506,2023-04-10,Hired,2.0
967585,14480,2023-04-26,Rejected,
967920,11466,2023-07-16,Interviewed,2.0
984035,12747,2023-11-11,Hired,2.0
984035,379,2023-07-22,Applied,
984035,5660,2023-06-18,Hired,2.0
980188,3792,2023-05-05,Hired,4.0
980188,7927,2023-11-25,Rejected,
980188,2856,2023-08-11,Hired,4.0
980188,6487,2023-09-11,Applied,
980188,1320,2023-03-24,Interviewed,1.0
971446,1031,2023-05-26,Hired,3.0
968358,13634,2023-06-08,Interviewed,3.0
968358,11205,2023-02-21,Interviewed,4.0
968358,9237,2023-08-17,Interviewed,3.0
968358,6874,2023-12-03,Interviewed,3.0
968358,13068,2023-08-21,Interviewed,1.0
965460,8074,2023-11-10,Interviewed,2.0
965460,2303,2023-06-10,Applied,
926421,9011,2023-03-18,Rejected,
991469,11492,2023-05-14,Interviewed,2.0
991469,2101,2023-11-20,Applied,
991469,1386,2023-01-05,Rejected,
991469,1220,2023-06-03,Applied,
991469,8582,2023-10-22,Applied,
963796,7246,2023-03-02,Hired,4.0
963796,378,2023-05-20,Hired,4.0
963796,3794,2023-03-17,Interviewed,4.0
963796,6004,2023-09-25,Applied,
978743,5951,2023-06-23,Interviewed,3.0
978743,249,2023-02-28,Interviewed,3.0
991136,4008,2023-05-03,Interviewed,2.0
991136,1150,2023-10-21,Applied,
991136,7167,2023-12-24,Rejected,
991136,4186,2023-09-12,Hired,3.0
991136,12944,2023-01-02,Interviewed,1.0
968762,10236,2023-09-21,Rejected,
968762,11886,2023-07-16,Interviewed,3.0
968762,4062,2023-04-15,Hired,4.0
968762,10579,2023-03-18,Interviewed,5.0
968762,9,2023-08-26,Hired,4.0
981758,8056,2023-07-06,Rejected,
981758,7317,2023-01-09,Interviewed,5.0
981758,11909,2023-02-04,Applied,
981758,3203,2023-06-03,Applied,
958695,5550,2023-12-07,Applied,
958695,5253,2023-09-01,Interviewed,2.0
958695,5587,2023-09-28,Rejected,
962271,12535,2023-11-08,Interviewed,4.0
968041,4045,2023-12-02,Hired,2.0
968041,5121,2023-10-19,Rejected,
968041,8620,2023-09-19,Rejected,
968041,7369,2023-03-20,Interviewed,3.0
968041,8940,2023-09-05,Rejected,
870165,2028,2023-12-17,Interviewed,4.0
870165,7228,2023-06-20,Applied,
870165,10081,2023-11-18,Interviewed,3.0
870165,8041,2023-10-18,Rejected,
870165,4055,2023-04-20,Interviewed,4.0
991425,11715,2023-01-19,Rejected,
991425,8913,2023-01-10,Applied,
991425,4300,2023-02-12,Applied,
991425,4999,2023-11-05,Interviewed,5.0
991425,2093,2023-04-28,Rejected,
982066,11857,2023-01-14,Hired,1.0
982066,7505,2023-10-09,Hired,2.0
982066,12240,2023-12-14,Interviewed,1.0
982066,4286,2023-12-01,Interviewed,4.0
965154,7503,2023-04-21,Applied,
969651,10822,2023-03-18,Hired,5.0
969651,10749,2023-05-11,Interviewed,2.0
969651,13442,2023-08-27,Applied,
969651,2512,2023-03-23,Hired,2.0
975167,5644,2023-04-09,Interviewed,3.0
975167,12117,2023-12-19,Interviewed,3.0
968513,8424,2023-08-20,Applied,
968513,4161,2023-07-28,Hired,5.0
968513,12756,2023-10-24,Rejected,
968513,698,2023-09-19,Interviewed,1.0
976951,7682,2023-07-16,Hired,5.0
976951,6892,2023-11-09,Hired,4.0
969078,3897,2023-09-11,Interviewed,5.0
969078,775,2023-04-03,Rejected,
969078,5743,2023-05-15,Interviewed,4.0
969078,6499,2023-01-28,Interviewed,3.0
968549,13541,2023-06-14,Interviewed,3.0
963051,2682,2023-12-24,Applied,
963051,3121,2023-03-01,Rejected,
963051,6820,2023-06-16,Hired,5.0
963051,7391,2023-06-10,Applied,
963051,8493,2023-06-11,Hired,3.0
966856,10270,2023-09-02,Applied,
970812,4989,2023-06-19,Hired,4.0
970812,12818,2023-04-28,Hired,4.0
970812,9090,2023-06-12,Rejected,
970812,18,2023-03-08,Applied,
970812,6384,2023-07-09,Hired,2.0
895658,3602,2023-03-17,Rejected,
993566,13503,2023-12-02,Rejected,
993566,12690,2023-01-19,Interviewed,5.0
993566,3020,2023-02-22,Applied,
993566,10963,2023-11-02,Interviewed,3.0
993566,2388,2023-02-07,Hired,5.0
984245,6566,2023-06-11,Rejected,
984245,14587,2023-08-09,Interviewed,3.0
984245,6619,2023-06-21,Interviewed,1.0
984245,5433,2023-11-01,Interviewed,2.0
963102,4359,2023-02-15,Applied,
963102,9698,2023-05-07,Hired,4.0
40049,2811,2023-01-12,Applied,
40049,2523,2023-02-06,Hired,4.0
40049,10595,2023-03-18,Rejected,
40049,4936,2023-01-28,Interviewed,1.0
40049,13756,2023-02-04,Rejected,
972397,3696,2023-04-23,Applied,
972397,6485,2023-02-09,Rejected,
972397,10592,2023-12-21,Hired,3.0
972397,10718,2023-05-19,Interviewed,4.0
972397,7284,2023-05-03,Interviewed,2.0
966427,1547,2023-09-25,Interviewed,1.0
966427,3866,2023-06-04,Rejected,
966427,10872,2023-05-11,Rejected,
966427,10230,2023-06-28,Applied,
966427,14059,2023-08-27,Interviewed,4.0
971483,8557,2023-06-16,Applied,
971483,6213,2023-05-17,Applied,
992349,7817,2023-12-12,Interviewed,2.0
992349,2446,2023-09-06,Rejected,
992349,2611,2023-03-02,Interviewed,5.0
992349,2294,2023-12-02,Interviewed,1.0
836282,13011,2023-04-21,Applied,
836282,9353,2023-11-07,Hired,5.0
991556,3590,2023-12-04,Applied,
991556,248,2023-03-03,Hired,3.0
991556,1015,2023-07-12,Applied,
991556,13492,2023-11-06,Rejected,
985164,7784,2023-03-12,Rejected,
985164,14165,2023-06-27,Interviewed,1.0
985164,10645,2023-10-11,Hired,3.0
965379,3402,2023-10-22,Hired,5.0
966995,10444,2023-12-12,Hired,4.0
966995,14444,2023-11-24,Applied,
966995,4095,2023-04-10,Interviewed,2.0
966995,304,2023-06-11,Applied,
963074,5010,2023-03-20,Applied,
969094,3035,2023-01-15,Interviewed,3.0
969094,70,2023-11-07,Applied,
969094,4839,2023-04-08,Rejected,
969094,5642,2023-01-01,Rejected,
966304,7193,2023-09-21,Hired,4.0
967966,1805,2023-06-22,Interviewed,4.0
967966,11081,2023-07-09,Rejected,
967966,11785,2023-05-05,Interviewed,3.0
967966,822,2023-12-18,Interviewed,2.0
959082,4689,2023-10-16,Rejected,
959082,8637,2023-09-10,Applied,
959082,13511,2023-02-13,Interviewed,5.0
959082,9834,2023-01-26,Applied,
316561,1970,2023-08-11,Rejected,
316561,13710,2023-02-21,Interviewed,1.0
316561,9506,2023-10-25,Applied,
316561,11228,2023-07-01,Interviewed,1.0
992464,6461,2023-09-03,Rejected,
992464,4585,2023-08-20,Hired,1.0
992464,6336,2023-02-12,Rejected,
992464,2524,2023-04-12,Hired,2.0
966126,2295,2023-06-22,Rejected,
966126,10533,2023-02-15,Rejected,
966126,9706,2023-11-12,Interviewed,5.0
966126,2326,2023-07-02,Hired,3.0
966126,1295,2023-02-24,Rejected,
978374,10706,2023-02-11,Applied,
978374,8908,2023-12-09,Applied,
978374,2795,2023-09-28,Rejected,
980594,8438,2023-04-23,Applied,
980594,8635,2023-08-28,Hired,5.0
980594,8742,2023-07-02,Applied,
977925,2927,2023-08-02,Interviewed,1.0
977925,6255,2023-02-28,Rejected,
977925,2014,2023-11-01,Hired,4.0
966987,8743,2023-12-27,Applied,
966987,9222,2023-01-23,Applied,
966987,5312,2023-12-07,Applied,
966987,12426,2023-01-19,Interviewed,2.0
966987,9600,2023-02-21,Applied,
966419,1669,2023-04-13,Rejected,
966419,13739,2023-02-11,Hired,1.0
997986,13956,2023-10-07,Hired,5.0
997986,9426,2023-01-23,Rejected,
997986,4132,2023-09-20,Interviewed,2.0
997986,7263,2023-04-20,Applied,
979665,6800,2023-06-04,Rejected,
919796,3908,2023-11-22,Applied,
985459,9939,2023-03-27,Rejected,
985459,10149,2023-06-09,Interviewed,4.0
985459,14003,2023-10-08,Rejected,
989683,5675,2023-09-27,Interviewed,1.0
989683,3763,2023-12-03,Interviewed,1.0
989683,12000,2023-02-07,Applied,
989683,4556,2023-05-13,Hired,5.0
966595,2228,2023-08-17,Interviewed,2.0
966595,11723,2023-12-03,Applied,
966595,12407,2023-09-18,Applied,
966595,3957,2023-05-06,Rejected,
966595,1219,2023-05-28,Rejected,
964740,13785,2023-11-21,Rejected,
964740,6261,2023-04-26,Applied,
964740,11348,2023-08-05,Rejected,
393487,14129,2023-08-06,Interviewed,3.0
393487,123,2023-01-12,Hired,2.0
393487,11754,2023-11-26,Rejected,
990667,9899,2023-11-28,Applied,
990667,3412,2023-02-23,Hired,3.0
990667,3503,2023-08-13,Applied,
969714,2778,2023-03-13,Hired,1.0
969714,12413,2023-02-08,Interviewed,4.0
969714,7481,2023-09-10,Applied,
19457,12577,2023-12-24,Applied,
19457,13755,2023-08-10,Hired,3.0
19457,2462,2023-04-13,Interviewed,5.0
19457,268,2023-04-28,Rejected,
19457,11364,2023-12-20,Hired,5.0
992737,10344,2023-03-23,Hired,2.0
992737,11562,2023-08-16,Hired,1.0
992737,1417,2023-12-25,Applied,
992737,2785,2023-06-20,Rejected,
992737,4333,2023-04-07,Interviewed,5.0
974246,14518,2023-02-09,Hired,5.0
974246,14160,2023-12-28,Rejected,
974246,8350,2023-09-15,Interviewed,3.0
974246,3216,2023-11-28,Interviewed,1.0
974246,12605,2023-06-23,Rejected,
960407,154,2023-03-27,Interviewed,2.0
960407,11596,2023-05-23,Rejected,
960407,7905,2023-11-22,Rejected,
960407,1025,2023-06-16,Rejected,
968734,7233,2023-11-01,Interviewed,4.0
968734,14181,2023-01-16,Rejected,
968734,2645,2023-08-23,Applied,
967648,9591,2023-10-26,Interviewed,5.0
752489,4544,2023-09-22,Interviewed,2.0
752489,3940,2023-11-06,Rejected,
982290,5984,2023-01-04,Interviewed,4.0
904521,3227,2023-12-06,Rejected,
904521,4536,2023-01-17,Hired,5.0
904521,4087,2023-04-13,Interviewed,3.0
904521,6673,2023-09-05,Hired,2.0
904521,7486,2023-04-16,Rejected,
985097,2782,2023-04-19,Rejected,
985097,11090,2023-03-20,Applied,
985097,7347,2023-03-09,Hired,4.0
985097,872,2023-07-03,Interviewed,1.0
985097,7865,2023-12-18,Rejected,
997706,9676,2023-09-21,Rejected,
997706,9412,2023-07-21,Interviewed,4.0
997706,13578,2023-12-10,Hired,2.0
997706,13582,2023-12-08,Rejected,
977799,2535,2023-02-25,Interviewed,4.0
977799,3865,2023-01-10,Interviewed,1.0
977799,10760,2023-02-24,Applied,
964504,3923,2023-03-15,Applied,
964504,7479,2023-08-12,Hired,4.0
911782,12930,2023-10-18,Interviewed,3.0
911782,7125,2023-12-09,Applied,
911782,9927,2023-05-02,Rejected,
911782,4802,2023-04-23,Interviewed,5.0
911782,8948,2023-02-07,Rejected,
988868,4955,2023-12-19,Hired,4.0
988868,2067,2023-09-19,Applied,
976739,2255,2023-01-13,Interviewed,4.0
976739,13116,2023-05-23,Rejected,
976739,5805,2023-06-27,Applied,
976739,11682,2023-11-21,Interviewed,3.0
976739,5232,2023-07-02,Interviewed,1.0
974688,5191,2023-10-01,Hired,5.0
974688,4975,2023-09-09,Rejected,
663594,11846,2023-08-16,Hired,5.0
968470,7617,2023-08-02,Applied,
968470,8993,2023-07-17,Interviewed,5.0
968470,2247,2023-12-18,Hired,4.0
968470,8172,2023-10-06,Interviewed,4.0
968470,5525,2023-08-16,Rejected,
984191,10994,2023-11-20,Interviewed,5.0
984191,1800,2023-05-05,Rejected,
